task_id,model_id,architecture,text,code_reference,test_setup_code,test_list,code,pass@1,codebleu
49,ministral-8b-latest,SLM,Write a function to extract every first or specified element from a given two-dimensional list.,"def specified_element(nums, N):
    result = [i[N] for i in nums]
    return result
    ",,"assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],0)==[1, 4, 7]
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],2)==[3, 6, 9]
assert specified_element([[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],1)==[2,5,1]","from typing import List

def specified_element(matrix: List[List[int]], index: int) -> List[int]:
    return [row[index] for row in matrix]",passed,0.2739
50,ministral-8b-latest,SLM,Write a function to find the list with minimum length using lambda function.,"def min_length_list(input_list):
    min_length = min(len(x) for x in input_list )  
    min_list = min(input_list, key = lambda i: len(i))
    return(min_length, min_list)",,"assert min_length_list([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]])==(1, [0])
assert min_length_list([[1,2,3,4,5],[1,2,3,4],[1,2,3],[1,2],[1]])==(1,[1])
assert min_length_list([[3,4,5],[6,7,8,9],[10,11,12],[1,2]])==(2,[1,2])","from functools import reduce

def min_length_list(lists):
    return reduce(lambda acc, lst: (acc[0], acc[1]) if len(lst) > acc[0] else (len(lst), lst), lists, (len(lists[0]), lists[0]))",passed,0.1871
51,ministral-8b-latest,SLM,Write a function to print check if the triangle is equilateral or not.,"def check_equilateral(x,y,z):
  if x == y == z:
	   return True
  else:
     return False",,"assert check_equilateral(6,8,12)==False 
assert check_equilateral(6,6,12)==False
assert check_equilateral(6,6,6)==True","def check_equilateral(a: int, b: int, c: int) -> bool:
    return a == b == c and a + b > c and a + c > b and b + c > a",passed,0.2803
52,ministral-8b-latest,SLM,Write a function to caluclate area of a parallelogram.,"def parallelogram_area(b,h):
  area=b*h
  return area",,"assert parallelogram_area(10,20)==200
assert parallelogram_area(15,20)==300
assert parallelogram_area(8,9)==72","def parallelogram_area(base: float, height: float) -> float:
    return base * height",passed,0.264
53,ministral-8b-latest,SLM,Write a python function to check whether the first and last characters of a given string are equal or not.,"def check_Equality(str):
  if (str[0] == str[-1]):  
    return (""Equal"") 
  else:  
    return (""Not Equal"") ",,"assert check_Equality(""abcda"") == ""Equal""
assert check_Equality(""ab"") == ""Not Equal""
assert check_Equality(""mad"") == ""Not Equal""","def check_Equality(s: str) -> str:
    return ""Equal"" if len(s) > 0 and s[0] == s[-1] else ""Not Equal""",passed,0.3397
54,ministral-8b-latest,SLM,Write a function to sort the given array by using counting sort.,"def counting_sort(my_list):
    max_value = 0
    for i in range(len(my_list)):
        if my_list[i] > max_value:
            max_value = my_list[i]
    buckets = [0] * (max_value + 1)
    for i in my_list:
        buckets[i] += 1
    i = 0
    for j in range(max_value + 1):
         for a in range(buckets[j]):
             my_list[i] = j
             i += 1
    return my_list",,"assert counting_sort([1,23,4,5,6,7,8]) == [1, 4, 5, 6, 7, 8, 23]
assert counting_sort([12, 9, 28, 33, 69, 45]) == [9, 12, 28, 33, 45, 69]
assert counting_sort([8, 4, 14, 3, 2, 1]) == [1, 2, 3, 4, 8, 14]","def counting_sort(arr):
    if not arr:
        return []

    max_val = max(arr)
    min_val = min(arr)
    range_val = max_val - min_val + 1

    count = [0] * range_val
    output = [0] * len(arr)

    for num in arr:
        count[num - min_val] += 1

    for i in range(1, range_val):
        count[i] += count[i - 1]

    for num in reversed(arr):
        output[count[num - min_val] - 1] = num
        count[num - min_val] -= 1

    return output",passed,0.156
55,ministral-8b-latest,SLM,Write a function to find t-nth term of geometric series.,"import math
def tn_gp(a,n,r):
  tn = a * (math.pow(r, n - 1))
  return tn",,"assert tn_gp(1,5,2)==16
assert tn_gp(1,5,4)==256
assert tn_gp(2,6,3)==486","def tn_gp(a, r, n):
    return a * (r ** (n - 1))

# Non sono necessari import aggiuntivi per questa soluzione",AssertionError,0.1797
56,ministral-8b-latest,SLM,Write a python function to check if a given number is one less than twice its reverse.,"def rev(num):    
    rev_num = 0
    while (num > 0):  
        rev_num = (rev_num * 10 + num % 10) 
        num = num // 10  
    return rev_num  
def check(n):    
    return (2 * rev(n) == n + 1)  ",,"assert check(70) == False
assert check(23) == False
assert check(73) == True","def check(n: int) -> bool:
    reversed_n = int(str(n)[::-1])
    return n == 2 * reversed_n - 1",passed,0.0899
57,ministral-8b-latest,SLM,Write a python function to find the largest number that can be formed with the given digits.,"def find_Max_Num(arr,n) : 
    arr.sort(reverse = True) 
    num = arr[0] 
    for i in range(1,n) : 
        num = num * 10 + arr[i] 
    return num ",,"assert find_Max_Num([1,2,3],3) == 321
assert find_Max_Num([4,5,6,1],4) == 6541
assert find_Max_Num([1,2,3,9],4) == 9321","from itertools import permutations

def find_Max_Num(digits, length):
    max_num = 0
    for p in permutations(digits, length):
        num = int(''.join(map(str, p)))
        if num > max_num:
            max_num = num
    return max_num",passed,0.1471
58,ministral-8b-latest,SLM,Write a python function to check whether the given two integers have opposite sign or not.,"def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ",,"assert opposite_Signs(1,-2) == True
assert opposite_Signs(3,2) == False
assert opposite_Signs(-10,-10) == False","def opposite_Signs(a: int, b: int) -> bool:
    return (a < 0 and b > 0) or (a > 0 and b < 0)",passed,0.2634
59,ministral-8b-latest,SLM,Write a function to find the nth octagonal number.,"def is_octagonal(n): 
	return 3 * n * n - 2 * n ",,"assert is_octagonal(5) == 65
assert is_octagonal(10) == 280
assert is_octagonal(15) == 645","def is_octagonal(n: int) -> int:
    return n * (7 * n - 5) // 2

# Non sono necessari altri import per questa soluzione",AssertionError,0.2881
60,ministral-8b-latest,SLM,Write a function to find the maximum length of the subsequence with difference between adjacent elements for the given array.,"def max_len_sub( arr, n): 
	mls=[] 
	max = 0
	for i in range(n): 
		mls.append(1) 
	for i in range(n): 
		for j in range(i): 
			if (abs(arr[i] - arr[j]) <= 1 and mls[i] < mls[j] + 1): 
				mls[i] = mls[j] + 1
	for i in range(n): 
		if (max < mls[i]): 
			max = mls[i] 
	return max",,"assert max_len_sub([2, 5, 6, 3, 7, 6, 5, 8], 8) == 5
assert max_len_sub([-2, -1, 5, -1, 4, 0, 3], 7) == 4
assert max_len_sub([9, 11, 13, 15, 18], 5) == 1","from collections import defaultdict

def max_len_sub(arr, k):
    dp = defaultdict(int)
    max_len = 0
    for num in arr:
        dp[num] = max(dp[num - k], dp[num + k], dp[num]) + 1
        max_len = max(max_len, dp[num])
    return max_len",AssertionError,0.1889
61,ministral-8b-latest,SLM,Write a python function to count number of substrings with the sum of digits equal to their length.,"from collections import defaultdict
def count_Substrings(s,n):
    count,sum = 0,0
    mp = defaultdict(lambda : 0)
    mp[0] += 1
    for i in range(n):
        sum += ord(s[i]) - ord('0')
        count += mp[sum - (i + 1)]
        mp[sum - (i + 1)] += 1
    return count",,"assert count_Substrings('112112',6) == 6
assert count_Substrings('111',3) == 6
assert count_Substrings('1101112',7) == 12","def count_Substrings(s: str, k: int) -> int:
    from itertools import combinations

    count = 0
    n = len(s)

    for length in range(1, k + 1):
        for start in range(n - length + 1):
            substring = s[start:start + length]
            if sum(int(d) for d in substring) == length:
                count += 1
    return count",passed,0.2059
62,ministral-8b-latest,SLM,Write a python function to find smallest number in a list.,"def smallest_num(xs):
  return min(xs)
",,"assert smallest_num([10, 20, 1, 45, 99]) == 1
assert smallest_num([1, 2, 3]) == 1
assert smallest_num([45, 46, 50, 60]) == 45","def smallest_num(numbers):
    return min(numbers)",passed,0.551
63,ministral-8b-latest,SLM,Write a function to find the maximum difference between available pairs in the given tuple list.,"def max_difference(test_list):
  temp = [abs(b - a) for a, b in test_list]
  res = max(temp)
  return (res) ",,"assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7
assert max_difference([(4, 6), (2, 17), (9, 13), (11, 12)]) == 15
assert max_difference([(12, 35), (21, 27), (13, 23), (41, 22)]) == 23","from typing import List, Tuple

def max_difference(pairs: List[Tuple[int, int]]) -> int:
    max_diff = 0
    min_first = float('inf')

    for first, second in pairs:
        if first < min_first:
            min_first = first
        current_diff = second - min_first
        if current_diff > max_diff:
            max_diff = current_diff

    return max_diff",AssertionError,0.139
64,ministral-8b-latest,SLM,Write a function to sort a list of tuples using lambda.,"def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks",,"assert subject_marks([('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])==[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]
assert subject_marks([('Telugu',49),('Hindhi',54),('Social',33)])==([('Social',33),('Telugu',49),('Hindhi',54)])
assert subject_marks([('Physics',96),('Chemistry',97),('Biology',45)])==([('Biology',45),('Physics',96),('Chemistry',97)])","from operator import itemgetter

def subject_marks(marks_list):
    return sorted(marks_list, key=lambda x: x[1])",passed,0.3085
65,ministral-8b-latest,SLM,Write a function of recursion list sum.,"def recursive_list_sum(data_list):
	total = 0
	for element in data_list:
		if type(element) == type([]):
			total = total + recursive_list_sum(element)
		else:
			total = total + element
	return total",,"assert recursive_list_sum(([1, 2, [3,4],[5,6]]))==21
assert recursive_list_sum(([7, 10, [15,14],[19,41]]))==106
assert recursive_list_sum(([10, 20, [30,40],[50,60]]))==210","def recursive_list_sum(lst):
    total = 0
    for element in lst:
        if isinstance(element, list):
            total += recursive_list_sum(element)
        else:
            total += element
    return total",passed,0.347
66,ministral-8b-latest,SLM,Write a python function to count positive numbers in a list.,"def pos_count(list):
  pos_count= 0
  for num in list: 
    if num >= 0: 
      pos_count += 1
  return pos_count ",,"assert pos_count([1,-2,3,-4]) == 2
assert pos_count([3,4,5,-1]) == 3
assert pos_count([1,2,3,4]) == 4","def pos_count(numbers: list[int]) -> int:
    return sum(1 for num in numbers if num > 0)",passed,0.171
67,ministral-8b-latest,SLM,Write a function to find the number of ways to partition a set of bell numbers.,"def bell_number(n):   
    bell = [[0 for i in range(n+1)] for j in range(n+1)] 
    bell[0][0] = 1
    for i in range(1, n+1): 
        bell[i][0] = bell[i-1][i-1]  
        for j in range(1, i+1): 
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]   
    return bell[n][0] ",,"assert bell_number(2)==2
assert bell_number(10)==115975
assert bell_number(56)==6775685320645824322581483068371419745979053216268760300","import math

def bell_number(n):
    if n == 0:
        return 1
    bell = [0] * (n + 1)
    bell[0] = 1
    for i in range(1, n + 1):
        bell[i] = bell[i - 1]
        for j in range(i):
            bell[i] += math.comb(i - 1, j)
    return bell[n]",AssertionError,0.2428
68,ministral-8b-latest,SLM,Write a python function to check whether the given array is monotonic or not.,"def is_Monotonic(A): 
    return (all(A[i] <= A[i + 1] for i in range(len(A) - 1)) or
            all(A[i] >= A[i + 1] for i in range(len(A) - 1))) ",,"assert is_Monotonic([6, 5, 4, 4]) == True
assert is_Monotonic([1, 2, 2, 3]) == True
assert is_Monotonic([1, 3, 2]) == False","def is_Monotonic(arr):
    if len(arr) <= 1:
        return True

    increasing = decreasing = True

    for i in range(len(arr) - 1):
        if arr[i] > arr[i + 1]:
            increasing = False
        if arr[i] < arr[i + 1]:
            decreasing = False

        if not increasing and not decreasing:
            return False

    return True",passed,0.3152
69,ministral-8b-latest,SLM,Write a function to check whether a list contains the given sublist or not.,"def is_sublist(l, s):
	sub_set = False
	if s == []:
		sub_set = True
	elif s == l:
		sub_set = True
	elif len(s) > len(l):
		sub_set = False
	else:
		for i in range(len(l)):
			if l[i] == s[0]:
				n = 1
				while (n < len(s)) and (l[i+n] == s[n]):
					n += 1				
				if n == len(s):
					sub_set = True
	return sub_set",,"assert is_sublist([2,4,3,5,7],[3,7])==False
assert is_sublist([2,4,3,5,7],[4,3])==True
assert is_sublist([2,4,3,5,7],[1,6])==False","from typing import List

def is_sublist(main_list: List[int], sublist: List[int]) -> bool:
    if not sublist:
        return True
    sub_len = len(sublist)
    for i in range(len(main_list) - sub_len + 1):
        if main_list[i:i+sub_len] == sublist:
            return True
    return False",passed,0.1273
70,ministral-8b-latest,SLM,Write a function to find whether all the given tuples have equal length or not.,"def find_equal_tuple(Input, k):
  flag = 1
  for tuple in Input:
    if len(tuple) != k:
      flag = 0
      break
  return flag
def get_equal(Input, k):
  if find_equal_tuple(Input, k) == 1:
    return (""All tuples have same length"")
  else:
    return (""All tuples do not have same length"")",,"assert get_equal([(11, 22, 33), (44, 55, 66)], 3) == 'All tuples have same length'
assert get_equal([(1, 2, 3), (4, 5, 6, 7)], 3) == 'All tuples do not have same length'
assert get_equal([(1, 2), (3, 4)], 2) == 'All tuples have same length'","from typing import List, Tuple

def get_equal(tuples_list: List[Tuple], expected_length: int) -> str:
    if not tuples_list:
        return 'All tuples have same length'

    first_length = len(tuples_list[0])
    if first_length != expected_length:
        return 'All tuples do not have same length'

    for t in tuples_list:
        if len(t) != first_length:
            return 'All tuples do not have same length'

    return 'All tuples have same length'",passed,0.2507
71,ministral-8b-latest,SLM,Write a function to sort a list of elements using comb sort.,"def comb_sort(nums):
    shrink_fact = 1.3
    gaps = len(nums)
    swapped = True
    i = 0
    while gaps > 1 or swapped:
        gaps = int(float(gaps) / shrink_fact)
        swapped = False
        i = 0
        while gaps + i < len(nums):
            if nums[i] > nums[i+gaps]:
                nums[i], nums[i+gaps] = nums[i+gaps], nums[i]
                swapped = True
            i += 1
    return nums",,"assert comb_sort([5, 15, 37, 25, 79]) == [5, 15, 25, 37, 79]
assert comb_sort([41, 32, 15, 19, 22]) == [15, 19, 22, 32, 41]
assert comb_sort([99, 15, 13, 47]) == [13, 15, 47, 99]","def comb_sort(arr):
    n = len(arr)
    gap = n
    shrink = 1.3
    sorted_flag = False

    while not sorted_flag:
        gap = int(gap / shrink)
        if gap < 1:
            gap = 1
            sorted_flag = True

        new_sorted_flag = True
        for i in range(n - gap):
            if arr[i] > arr[i + gap]:
                arr[i], arr[i + gap] = arr[i + gap], arr[i]
                new_sorted_flag = False

        if new_sorted_flag:
            sorted_flag = True

    return arr",AssertionError,0.2396
